ID,cy_2011,cy_2012,cy_2013,cy_2014,cy_2015,cy_2016,cy_2017,cy_2018,cy_2019,cy_2020,cy_2021,cy_2022,cy_2023
19955,0,0,0,0,0,0,0,0,0,0,0,2,0
19384,1,2,0,1,1,1,1,1,1,3,2,1,0
19958,2,1,2,0,0,0,0,0,0,0,0,1,0
19386,0,0,0,0,1,0,0,0,0,1,0,0,0
19959,0,1,4,0,0,0,0,1,1,0,0,1,0
19389,0,0,0,0,0,0,1,0,0,0,0,0,0
19960,0,2,1,4,1,1,4,0,1,2,2,3,0
19392,1,1,2,0,0,1,2,0,1,0,0,1,0
19962,0,0,2,0,1,1,3,3,1,0,1,0,0
19413,1,0,0,1,0,0,1,0,0,0,0,1,0
19963,0,1,0,0,0,0,0,0,0,0,0,0,0
19487,2,0,2,1,1,0,0,0,2,1,1,1,0
19964,0,0,0,3,0,0,0,0,0,0,0,0,0
19494,2,0,0,0,0,0,0,0,0,0,0,0,0
19968,0,0,0,0,3,1,1,0,1,12,0,1,0
19516,0,2,0,2,0,0,1,1,1,0,2,0,0
19969,1,0,0,0,0,0,0,0,0,0,0,0,0
19522,3,0,0,1,1,0,3,3,1,2,1,1,0
19970,0,0,0,0,0,0,0,0,1,0,0,0,0
19524,0,1,3,0,1,4,2,3,3,5,1,0,0
19973,0,0,0,0,0,1,0,1,0,0,0,0,0
19528,1,3,0,3,0,1,0,4,1,2,0,2,0
19974,0,1,0,0,0,0,1,0,0,0,1,0,0
19531,1,0,0,0,0,0,0,0,0,0,0,0,0
19976,0,0,0,1,0,0,0,0,0,0,0,0,0
19534,1,0,0,0,0,1,0,0,1,0,0,1,0
20061,3,1,5,2,0,1,0,3,0,0,1,0,0
19536,1,0,0,0,1,0,2,2,1,2,0,0,0
20085,2,0,0,0,0,0,0,0,0,0,0,0,0
18542,0,0,0,0,0,0,3,0,0,0,0,0,0
20086,5,0,0,0,1,3,7,1,2,2,0,1,0
18619,2,7,0,0,1,1,4,0,4,2,0,0,0
20091,0,0,0,0,0,0,0,0,0,1,0,0,0
18653,4,1,1,3,2,1,0,0,1,0,0,0,0
20095,2,0,2,1,0,1,0,1,1,0,1,1,0
18665,6,2,2,0,2,2,4,1,2,4,0,1,0
20096,1,0,0,0,0,0,0,0,0,0,0,0,0
18677,0,1,0,0,0,0,0,0,2,1,0,0,0
20097,4,3,1,5,1,3,5,0,0,1,2,2,0
18759,0,1,0,0,0,1,0,0,0,0,1,0,0
20098,2,0,1,0,0,0,5,1,1,1,0,2,0
18765,2,7,2,1,3,0,1,2,5,2,1,0,0
20099,0,0,0,1,0,0,0,0,0,0,1,0,0
18802,2,1,2,0,1,0,0,1,1,0,0,0,0
20101,1,0,0,0,0,0,0,0,0,1,0,0,0
18819,0,0,3,0,0,3,0,0,1,0,0,2,0
20103,0,0,0,0,0,0,0,2,0,0,0,0,0
18904,1,0,0,0,0,0,0,2,0,0,0,0,0
20106,0,0,1,0,0,0,0,0,0,0,0,0,0
18912,6,0,0,1,1,0,3,1,1,0,0,2,0
20108,0,0,0,0,1,0,0,0,0,0,0,0,0
18947,0,0,0,1,1,0,0,0,0,3,1,0,0
20116,0,0,0,0,0,0,0,0,1,0,0,0,0
18952,0,1,0,0,1,1,2,0,0,2,0,0,0
20117,0,0,2,0,0,0,0,0,0,0,0,0,0
18957,0,0,1,0,1,0,0,1,0,0,0,3,0
20119,1,0,0,2,0,0,0,0,1,0,0,1,0
18977,0,0,0,0,0,0,0,0,1,0,0,0,0
20120,0,0,0,0,1,1,2,0,0,0,0,1,0
19055,1,0,0,0,0,0,2,1,5,4,3,1,0
20130,0,0,0,1,0,0,0,0,0,0,0,0,0
19059,0,0,1,0,0,0,0,0,1,0,0,0,0
20201,1,1,1,1,0,0,4,0,1,0,3,1,0
19063,0,0,0,0,0,0,0,0,0,0,0,1,0
20204,0,0,1,2,0,0,0,0,0,1,0,0,0
19096,0,0,0,0,0,0,1,0,0,0,0,0,0
20205,0,1,0,0,0,0,0,1,1,0,1,0,0
19116,0,0,0,0,0,0,0,0,0,1,0,0,0
20206,7,0,3,0,1,0,1,1,1,0,0,0,0
19123,2,3,0,1,1,3,0,1,0,3,0,0,0
20208,0,1,2,1,2,0,0,0,1,3,0,0,0
19198,1,1,3,1,0,2,5,5,0,1,1,0,0
20216,7,13,3,3,3,3,4,2,5,1,1,1,0
19207,2,0,4,2,0,3,2,1,1,1,1,1,0
20235,0,0,2,0,0,0,1,1,2,0,2,0,0
19230,2,0,0,0,1,1,1,1,3,0,1,2,0
20238,1,1,0,0,0,0,2,0,0,0,0,0,0
19244,1,1,0,1,0,1,0,0,0,1,1,0,0
20239,1,0,0,1,0,0,1,0,0,1,0,0,0
19256,0,0,1,0,0,0,0,0,0,0,0,0,0
20240,0,0,0,0,0,1,0,0,0,0,0,0,0
19338,0,6,4,1,2,2,0,0,0,0,0,0,0
20241,1,3,0,0,1,1,1,0,1,2,0,0,0
19348,0,1,1,0,3,0,1,1,1,0,0,0,0
20246,1,2,0,1,0,0,3,2,1,0,0,1,0
19373,3,0,0,1,1,1,0,0,0,0,0,3,0
20247,0,0,0,0,0,0,1,0,0,0,0,0,0
19385,0,1,1,0,0,0,0,3,1,0,0,2,0
20250,0,0,0,0,0,0,0,1,0,0,0,0,0
19391,1,0,1,0,4,0,3,1,1,0,0,3,0
20252,0,0,0,0,0,0,0,4,0,0,0,0,0
19485,2,2,0,0,1,1,0,3,0,1,0,0,0
20256,1,0,0,0,0,0,0,2,0,0,1,0,0
19507,1,4,5,1,2,5,2,1,2,0,0,2,0
20257,0,0,0,0,0,2,0,0,0,0,1,0,0
19523,0,0,4,0,2,0,1,0,1,0,5,1,0
20258,1,0,0,0,0,1,1,0,0,0,1,0,0
19530,0,0,0,0,0,0,0,1,1,0,0,0,0
20260,0,1,0,0,0,0,0,0,0,0,1,0,0
19535,0,1,0,0,1,2,0,2,0,0,0,0,0
20261,0,0,0,0,0,0,0,0,1,0,0,1,0
18616,1,0,0,0,0,0,0,0,0,1,0,0,0
20263,0,0,0,0,0,0,0,1,1,0,0,0,0
18660,0,1,1,1,1,0,0,0,1,3,0,0,0
20270,0,0,1,0,0,0,0,0,0,0,0,0,0
18687,0,0,0,0,0,0,0,0,0,0,0,1,0
20274,1,0,0,0,0,0,0,0,0,0,0,0,0
18775,0,1,0,0,0,1,0,0,0,0,0,0,0
20352,2,1,1,0,0,1,0,0,0,0,0,0,0
18821,0,2,0,0,0,0,1,0,0,0,0,0,0
20368,0,1,0,0,0,0,0,0,2,2,1,1,0
18920,6,7,1,1,4,6,1,1,3,2,4,3,0
20373,2,3,0,0,2,1,4,0,3,2,3,0,0
18955,0,2,2,0,1,2,1,0,0,0,0,1,0
20380,0,0,0,2,0,0,0,0,0,1,0,0,0
19048,0,0,0,0,0,0,0,0,1,0,2,0,0
20381,0,0,2,0,3,0,0,0,0,0,0,0,0
19061,5,3,6,4,2,1,2,2,0,1,0,1,0
20382,2,1,1,1,0,2,1,0,2,1,0,0,0
19102,0,0,1,1,0,0,2,0,0,1,0,2,0
20383,1,0,1,0,1,0,2,0,0,0,0,0,0
19192,0,0,1,0,0,0,0,1,0,0,0,0,0
20384,0,1,3,1,0,1,4,0,0,3,0,0,0
19221,0,1,1,0,1,2,0,2,1,0,2,0,0
20385,3,0,0,0,1,0,5,1,0,0,0,1,0
19254,0,1,0,0,0,0,0,1,0,1,0,1,0
20386,1,0,2,3,0,1,0,0,1,6,0,0,0
19342,2,3,1,0,1,3,0,4,0,1,0,2,0
20387,0,0,0,2,0,0,0,0,0,0,0,0,0
19380,0,2,1,0,0,0,0,3,1,1,0,0,0
20389,0,0,0,1,0,0,0,0,0,0,0,0,0
19399,0,0,0,0,0,0,0,0,0,0,0,1,0
20391,1,1,0,0,1,1,0,0,1,0,1,0,0
19518,1,1,0,0,2,0,0,0,0,1,0,1,0
20394,0,0,3,0,0,1,0,1,1,1,0,0,0
19532,1,0,0,0,0,0,0,1,0,0,0,0,0
20397,1,0,0,0,0,0,0,0,0,0,0,0,0
18621,4,9,0,3,3,1,1,5,5,1,0,0,0
20400,1,0,0,1,1,0,0,0,0,0,1,1,0
18762,3,0,1,1,0,0,1,2,1,1,0,0,0
20401,0,0,1,0,0,0,0,0,0,0,0,0,0
18908,2,7,4,0,1,1,2,2,3,0,0,2,0
20405,8,1,1,4,1,2,2,0,2,1,1,0,0
18963,0,0,0,0,0,0,0,0,2,0,0,0,0
20406,0,0,0,0,0,0,0,0,0,1,0,0,0
19091,1,0,0,0,0,0,0,1,0,1,0,1,0
20408,0,0,0,0,0,0,0,0,1,0,0,0,0
19201,1,2,1,0,0,0,2,1,3,2,0,0,0
20410,0,0,0,1,1,1,0,0,0,0,0,0,0
19258,0,0,0,0,0,0,0,0,0,1,0,0,0
20492,0,0,1,1,1,1,1,0,0,2,0,0,0
19387,0,0,1,2,2,0,0,0,0,0,0,0,0
20498,1,0,0,0,0,0,0,0,1,0,1,0,0
19525,0,0,1,2,2,0,0,3,0,3,0,2,0
20503,0,0,2,1,0,1,1,3,3,4,1,2,0
18674,0,0,0,0,1,1,1,0,0,0,1,1,0
20506,5,5,2,0,2,5,3,1,4,5,0,0,0
18949,2,1,0,2,0,1,0,1,1,1,0,1,0
20509,4,2,0,2,4,4,3,5,3,2,3,5,0
19119,0,0,0,0,0,0,0,0,1,0,1,0,0
20512,0,0,0,0,0,0,0,0,0,1,0,0,0
19363,0,1,1,1,0,3,1,1,1,0,0,1,0
20513,0,0,0,0,0,0,0,0,0,0,0,1,0
18533,1,3,2,0,0,0,0,0,0,1,0,0,0
20517,0,0,0,1,1,0,0,0,0,0,1,0,0
19057,0,0,0,0,0,0,0,0,0,0,0,1,0
20522,0,1,0,0,2,2,0,0,0,0,1,0,0
19491,1,2,0,2,6,0,1,1,0,1,1,0,0
20523,1,0,5,0,0,1,0,0,0,1,1,0,0
19238,0,0,1,1,0,0,0,0,0,0,1,0,0
20524,0,0,0,1,2,1,0,1,1,1,0,2,0
18808,0,1,2,0,0,0,0,0,3,1,3,0,0
20526,0,3,2,1,1,0,1,3,6,0,1,2,0
21790,1,0,1,0,1,1,4,0,0,0,0,0,0
21791,0,0,0,2,0,0,0,0,1,1,0,0,0
20531,0,0,2,0,1,1,0,0,0,1,0,0,0
21794,1,1,0,1,0,0,1,0,6,1,1,2,0
20534,2,1,0,0,0,0,0,1,1,0,1,0,0
21795,2,1,0,2,0,0,0,1,1,2,0,1,0
20536,0,0,0,0,1,0,2,1,0,0,1,1,0
21796,0,0,1,0,1,1,0,1,0,0,1,0,0
20540,1,0,0,2,1,0,0,0,1,0,1,0,0
21797,4,1,1,0,0,0,0,0,3,3,0,0,0
20543,0,0,0,0,1,0,1,0,0,0,0,0,0
24396,0,0,0,0,0,0,0,0,0,1,0,0,0
20545,1,1,0,0,0,0,0,0,0,0,0,0,0
21812,0,0,0,0,0,0,0,0,0,0,0,1,0
20551,1,1,0,0,2,0,0,0,1,0,0,0,0
21815,1,1,1,3,3,0,2,0,3,0,3,2,0
20553,0,0,0,0,1,0,1,0,0,1,0,1,0
21816,0,0,0,0,2,1,0,0,0,0,0,0,0
20635,1,1,2,1,0,0,1,1,1,0,0,1,0
21819,2,0,1,1,1,0,3,2,2,1,0,1,0
20651,0,0,0,0,0,0,1,0,1,0,0,1,0
21824,1,2,1,0,1,1,2,1,1,1,2,1,0
20666,3,2,1,0,4,2,4,1,5,3,0,1,0
21825,0,0,0,0,0,0,0,0,4,0,0,0,0
20671,2,0,0,0,0,0,1,1,0,0,0,0,0
21826,0,0,0,0,0,0,0,0,1,1,0,0,0
20675,0,0,2,0,1,2,0,2,2,1,0,1,0
21828,0,0,0,2,0,0,1,0,1,1,0,0,0
20682,0,0,0,0,1,0,0,2,0,0,0,0,0
21930,0,0,5,1,0,0,0,1,0,0,1,0,0
20684,2,1,2,0,1,2,2,1,1,1,2,3,0
21931,1,1,0,0,1,0,2,0,1,2,0,0,0
20688,1,0,0,0,0,0,0,0,0,1,0,0,0
21933,0,0,0,0,0,0,0,1,0,2,1,0,0
20690,2,0,1,1,1,0,0,0,0,1,0,1,0
21935,3,0,0,2,0,1,2,3,6,1,0,4,0
20695,0,0,1,1,0,0,0,0,1,1,0,0,0
21936,0,1,1,4,3,0,2,3,5,0,0,0,0
20697,0,0,0,0,1,0,1,0,2,0,0,0,0
21937,2,1,0,1,1,2,4,7,4,2,1,1,0
20776,1,0,2,0,1,0,0,0,0,0,0,1,0
21939,5,2,0,3,4,0,1,2,1,0,3,0,0
20779,1,2,1,0,0,0,0,0,0,0,0,1,0
21940,0,0,1,0,1,1,1,1,0,0,0,0,0
20793,1,5,2,0,1,3,17,10,6,2,5,6,0
21944,2,0,5,2,1,2,5,1,2,1,0,1,0
20805,1,3,1,0,0,1,0,0,2,0,0,2,0
21951,0,0,0,0,1,1,0,1,0,0,0,0,0
20811,2,3,0,0,0,0,2,0,1,0,0,0,0
21957,1,0,0,0,0,0,1,1,0,0,1,1,0
20820,0,0,0,0,2,0,0,0,0,0,0,0,0
21959,1,4,2,3,0,2,0,2,1,3,2,4,0
20822,0,0,0,0,1,1,0,4,0,0,1,0,0
21966,0,1,0,0,0,0,0,0,0,1,0,0,0
20824,0,3,3,0,0,1,2,0,1,3,1,0,0
21967,0,0,0,0,0,0,0,0,1,0,0,0,0
20827,1,2,2,1,0,1,2,1,1,2,0,2,0
21969,0,0,0,1,0,0,2,1,1,0,1,1,0
20835,1,0,3,2,3,1,6,1,1,2,2,1,0
21972,0,0,0,0,0,0,1,0,0,0,0,0,0
20839,0,0,0,1,0,1,0,0,0,1,0,1,0
22077,2,1,0,1,0,0,2,0,1,2,0,1,0
20841,2,0,0,2,2,0,0,2,1,0,0,0,0
22079,1,3,0,1,0,0,4,1,1,0,2,0,0
20929,1,5,3,4,1,2,2,2,1,1,0,3,0
22087,0,0,2,1,2,0,1,0,0,0,0,0,0
20949,8,5,3,5,2,2,4,4,2,3,4,1,0
22091,1,0,0,2,0,0,0,2,0,0,6,1,0
20957,4,1,0,0,0,0,0,1,1,1,0,1,0
22094,3,0,1,1,0,1,1,1,0,2,3,1,0
20959,0,1,2,0,0,4,1,1,2,1,0,1,0
22095,0,3,1,0,0,0,0,0,3,1,0,1,0
20967,0,0,0,0,0,0,0,0,0,0,0,1,0
22097,0,1,0,0,0,1,0,0,0,0,1,0,0
20970,0,1,0,0,0,0,0,1,1,0,1,1,0
22105,0,5,0,2,0,1,3,2,5,1,0,0,0
20979,0,1,2,0,0,0,0,1,2,1,1,1,0
22106,4,1,1,0,0,0,0,1,2,0,0,0,0
20983,0,0,1,1,1,0,1,0,0,1,1,0,0
22107,3,1,4,0,0,0,3,1,0,1,0,2,0
20987,0,0,0,1,0,0,0,0,0,0,0,0,0
22109,0,0,0,0,1,0,0,0,2,0,0,0,0
20989,0,0,0,1,0,0,0,0,0,0,0,0,0
22110,3,0,1,0,1,0,0,1,0,0,0,0,0
21064,0,0,0,0,0,0,0,1,1,0,0,1,0
22111,1,0,1,0,0,0,0,0,1,0,0,0,0
21092,0,0,0,0,0,0,0,0,0,1,1,0,0
22112,0,0,0,2,0,1,0,2,0,3,1,0,0
21097,1,1,2,0,3,0,1,0,1,0,0,0,0
22113,0,0,0,0,0,0,0,0,0,1,0,0,0
21100,0,0,0,1,1,1,0,0,3,0,1,0,0
22116,0,2,0,0,0,0,0,0,0,0,0,0,0
21102,1,0,0,1,0,0,0,0,0,0,0,0,0
22117,0,0,0,0,0,0,0,0,0,1,0,0,0
21106,0,0,1,0,0,1,2,0,1,1,0,0,0
22215,0,0,0,0,0,0,0,0,0,0,0,1,0
21108,1,0,1,2,0,2,0,2,0,0,0,1,0
22216,0,0,0,0,0,0,3,0,1,0,0,0,0
21115,0,1,0,0,0,1,0,1,3,0,1,0,0
22220,0,0,0,1,0,0,0,0,1,0,0,0,0
21123,1,1,0,1,1,1,0,2,0,1,0,0,0
22221,1,1,1,0,3,0,4,0,0,0,0,0,0
21130,0,1,0,0,0,0,0,1,0,0,0,0,0
22222,1,0,1,2,1,1,3,0,0,0,0,0,0
21218,6,6,0,1,3,2,0,5,6,0,0,0,0
22223,0,0,0,1,1,0,0,0,0,2,0,1,0
21223,0,5,2,1,2,1,5,3,3,2,3,6,0
22229,1,0,1,1,0,1,1,1,2,0,0,2,0
21231,0,2,0,0,0,0,0,0,0,0,0,0,0
22236,0,0,1,0,0,0,0,1,0,1,0,1,0
21241,0,0,0,0,0,0,0,0,1,0,0,0,0
22239,0,3,0,0,2,1,1,1,2,0,0,1,0
21243,1,2,0,0,0,0,1,0,0,0,0,0,0
22241,0,0,2,0,0,0,0,1,0,0,0,0,0
21250,1,1,0,1,0,0,0,0,0,0,2,0,0
22242,0,0,1,0,2,0,0,2,2,0,0,0,0
21252,0,0,1,1,0,0,1,0,0,0,0,0,0
22248,0,0,1,2,0,2,2,3,1,1,0,2,0
21256,1,1,0,0,0,0,2,0,0,0,0,4,0
22258,0,0,0,0,0,0,0,0,0,1,0,0,0
21261,1,0,1,0,0,1,0,0,0,2,0,0,0
22259,0,0,0,0,0,0,0,0,0,0,1,0,0
21264,0,0,0,0,0,0,0,0,0,0,1,0,0
22361,0,0,2,0,0,0,0,0,0,0,0,0,0
21354,0,1,0,0,0,0,0,0,1,0,0,0,0
22363,4,2,0,0,0,0,0,0,0,0,0,0,0
21358,2,0,1,1,2,0,0,3,0,0,0,0,0
22365,1,2,2,0,0,0,0,0,0,1,0,0,0
21360,2,2,1,1,0,0,1,4,0,1,0,1,0
22366,0,0,0,0,0,0,0,1,0,0,0,0,0
21370,9,2,0,1,4,1,3,3,3,4,3,3,0
22367,0,1,3,2,1,0,0,2,0,5,2,0,0
21376,1,0,0,0,0,0,1,0,1,0,0,0,0
22374,1,1,0,1,1,1,2,0,0,0,0,0,0
21386,0,0,0,1,0,0,0,1,0,1,0,0,0
22377,0,0,1,0,0,0,0,0,0,0,0,0,0
21388,0,1,2,1,0,0,1,1,0,0,1,0,0
22378,0,0,0,0,0,2,0,1,0,2,2,2,0
21390,2,3,1,3,0,3,0,0,1,0,1,1,0
22379,1,0,0,0,2,0,2,6,0,2,0,1,0
21393,0,0,2,0,1,0,0,0,0,0,0,0,0
22384,3,0,1,0,0,0,1,3,0,0,0,0,0
21397,0,0,0,0,0,0,0,2,0,0,0,0,0
22511,1,1,1,3,0,0,0,0,0,0,0,0,0
21400,1,0,0,0,1,0,0,0,0,0,0,0,0
22513,2,3,2,1,2,0,2,2,1,1,1,0,0
21409,0,1,0,0,0,0,0,0,0,0,1,0,0
22517,0,1,1,1,0,2,2,0,2,0,1,0,0
21506,0,0,0,1,0,0,0,0,0,0,0,1,0
22518,0,0,0,1,1,0,1,0,2,0,0,0,0
21511,5,8,1,4,6,3,7,6,1,10,5,4,0
22519,0,0,2,0,5,1,1,1,4,2,3,1,0
21526,0,0,0,0,0,0,0,0,0,3,0,2,0
22521,3,0,0,2,0,2,2,6,0,0,1,1,0
21532,0,0,0,0,0,0,1,0,0,0,1,1,0
22527,2,1,0,1,1,2,2,7,0,2,2,0,0
21534,0,3,2,0,0,0,0,0,0,0,1,0,0
22529,1,0,0,0,1,0,1,0,1,1,0,1,0
21538,0,0,1,0,0,0,0,0,0,0,0,0,0
22543,1,0,0,1,0,0,1,1,2,0,0,0,0
21544,0,0,1,0,0,0,0,0,0,0,0,0,0
22545,0,0,0,1,1,0,3,0,0,0,1,0,0
21562,0,0,0,0,0,1,0,0,0,0,0,0,0
22546,0,0,0,0,0,0,0,1,0,0,0,0,0
21643,0,3,0,2,1,1,1,1,0,2,3,1,0
22652,0,0,0,1,0,0,2,0,3,1,0,1,0
21648,0,1,1,0,0,0,0,1,2,0,0,0,0
22656,1,1,2,1,0,0,1,0,0,2,1,1,0
21651,0,1,0,0,1,1,0,2,0,1,1,1,0
22657,1,1,0,0,0,0,0,0,1,1,1,2,0
21657,2,3,0,1,0,2,1,0,2,0,1,4,0
22658,4,1,0,5,0,3,5,2,1,4,0,1,0
21670,1,1,0,0,0,0,0,1,2,1,0,0,0
22659,0,0,0,0,0,0,0,0,0,3,0,0,0
21673,0,0,1,0,1,1,4,0,2,0,1,0,0
22662,0,2,1,2,0,1,0,6,3,0,2,1,0
21676,1,0,0,0,0,1,1,0,0,0,0,0,0
22665,0,0,1,1,2,2,2,3,0,1,0,3,0
20529,0,2,0,2,1,1,0,0,1,3,0,0,0
22667,1,0,0,0,1,0,0,1,0,0,0,0,0
(blank),0,0,0,0,0,0,0,0,0,0,0,0,0
22671,0,2,0,4,0,5,0,0,2,0,1,2,0
21691,0,0,0,0,0,0,0,1,0,0,0,0,0
22674,0,0,0,0,0,0,0,1,0,1,0,0,0
21785,0,0,0,0,0,0,0,0,0,1,0,0,0
22683,0,0,4,0,0,1,2,0,4,1,1,1,0
21789,1,0,0,0,2,0,2,1,1,1,0,0,0
22687,0,0,0,0,1,0,0,0,0,2,0,0,0
20533,0,4,0,1,0,0,0,0,0,0,0,0,0
22688,0,0,0,1,0,1,2,0,0,0,1,0,0
20537,0,0,0,2,1,0,0,0,0,0,0,0,0
22798,0,0,1,0,1,0,1,0,1,0,0,0,0
20544,0,0,1,2,4,1,0,0,1,0,1,1,0
22799,1,0,0,0,0,1,0,0,1,2,0,2,0
20552,0,0,0,0,0,0,0,1,0,0,0,0,0
22802,1,0,0,3,1,4,0,1,2,2,2,0,0
20650,0,0,2,0,0,3,0,0,0,0,4,5,0
22803,0,0,1,0,0,0,0,0,0,1,1,0,0
20668,6,2,1,1,0,4,1,0,5,5,3,0,0
22804,1,1,0,0,1,0,2,1,1,0,3,0,0
20676,1,0,8,0,1,1,0,0,1,1,0,1,0
22808,3,4,0,0,0,0,0,0,2,1,1,1,0
20686,5,2,0,0,2,0,0,1,0,2,2,0,0
22809,1,0,1,0,0,1,3,1,2,0,0,0,0
20693,0,0,0,0,0,0,0,1,0,0,0,1,0
22811,0,0,0,0,0,0,0,1,0,0,0,0,0
20698,0,0,0,0,0,0,0,0,1,0,0,0,0
22814,0,0,0,0,0,0,0,0,0,0,1,0,0
20782,0,0,0,0,1,0,0,0,0,0,0,0,0
22817,1,0,1,1,0,0,0,0,0,1,0,1,0
20809,1,0,0,1,2,0,0,1,3,1,0,2,0
22831,0,1,0,0,0,0,0,1,0,0,0,0,0
20821,2,0,0,0,0,0,0,1,1,0,1,0,0
22936,1,0,0,0,0,1,1,0,1,1,0,0,0
20826,0,2,1,1,0,0,0,1,0,0,0,0,0
22945,0,0,0,0,2,0,0,0,0,3,0,2,0
20836,0,0,0,0,0,0,0,0,0,0,0,1,0
22946,0,2,0,2,2,0,3,1,0,0,0,1,0
20922,0,0,0,0,0,0,0,1,0,0,0,1,0
22947,0,0,0,0,0,0,1,0,0,0,0,0,0
20954,0,0,0,0,0,0,0,3,0,0,1,0,0
22948,0,0,0,0,1,2,2,0,0,0,0,0,0
20963,0,0,1,0,0,0,0,0,0,0,0,0,0
22951,0,0,0,0,0,0,1,0,1,0,0,1,0
20972,0,0,0,0,1,1,0,0,1,0,0,1,0
22952,0,0,5,0,0,0,0,0,0,0,0,0,0
20984,0,0,0,0,0,1,0,0,0,0,0,0,0
22953,0,0,1,0,0,1,0,2,0,0,1,0,0
21062,0,0,0,0,0,0,0,0,0,0,0,1,0
22957,1,0,0,0,0,0,2,0,0,0,0,0,0
21096,0,1,1,1,0,0,0,0,1,0,0,1,0
22959,3,4,1,1,0,0,1,1,2,0,0,1,0
21101,4,0,0,0,0,0,0,0,2,0,0,0,0
22960,0,1,0,0,0,0,0,0,0,0,0,0,0
21107,1,4,0,0,1,0,0,0,0,0,0,0,0
23078,0,0,0,0,0,0,2,0,0,0,0,0,0
21117,0,0,2,0,1,2,1,0,0,0,0,0,0
23080,0,1,0,1,1,0,0,0,1,0,0,0,0
21212,0,0,1,0,0,1,1,1,1,1,0,0,0
23081,6,0,0,2,2,0,4,2,2,4,4,2,0
21226,1,1,0,0,2,0,0,2,0,0,0,5,0
23083,6,2,1,1,0,1,5,2,4,3,1,3,0
21242,0,1,0,0,0,1,0,0,4,0,0,0,0
23090,0,0,0,0,0,0,0,0,0,1,1,0,0
21251,0,0,0,0,0,0,0,1,0,0,0,0,0
23094,0,1,1,0,0,0,0,0,0,0,2,1,0
21257,0,1,0,2,1,2,1,1,2,3,2,3,0
23096,0,0,0,0,0,0,0,1,0,0,0,0,0
21270,0,0,2,0,0,0,0,0,0,0,0,0,0
23097,0,0,2,0,0,0,1,0,0,0,1,0,0
21359,1,1,0,0,1,0,1,1,1,0,0,1,0
23102,0,1,0,0,0,0,0,1,5,0,2,0,0
21374,0,0,0,0,0,0,1,0,1,0,1,1,0
23103,0,0,1,0,0,0,0,0,0,0,1,0,0
21387,2,0,1,2,0,0,8,0,0,0,0,0,0
23114,0,1,0,0,0,0,0,0,0,0,0,0,0
21392,1,1,1,0,0,0,0,2,0,2,0,3,0
23224,1,0,0,0,0,0,0,0,2,0,0,0,0
21399,0,0,1,0,1,0,0,0,0,1,0,0,0
23226,0,0,1,0,1,0,1,2,0,0,1,2,0
21500,4,0,0,0,0,0,0,1,1,0,0,0,0
23227,1,2,0,0,2,0,0,3,2,1,0,0,0
21521,0,0,1,0,0,0,0,0,1,0,0,0,0
23228,4,0,1,0,0,0,0,1,3,2,1,0,0
21533,2,0,2,0,0,0,1,1,1,0,0,1,0
23231,1,1,0,1,2,0,0,0,1,0,0,1,0
21542,0,1,0,0,0,0,0,1,1,1,0,0,0
23232,0,0,0,0,0,0,0,3,1,0,0,0,0
21642,0,0,2,2,1,1,1,1,2,2,2,0,0
23233,0,0,0,0,0,1,0,0,1,2,0,0,0
21650,1,0,0,0,0,0,0,0,0,0,0,0,0
23234,0,0,0,0,0,0,1,0,0,0,1,0,0
21669,0,0,0,0,0,2,1,0,0,1,1,2,0
23235,0,0,0,0,0,0,1,0,0,0,1,0,0
21674,0,0,1,0,0,0,1,0,0,0,0,0,0
23236,0,0,0,0,1,0,0,0,1,0,1,1,0
21681,1,2,0,0,0,0,1,0,0,0,0,1,0
23238,0,4,1,0,0,1,2,0,0,0,0,0,0
21693,2,0,1,0,0,0,0,0,0,0,0,0,0
23239,0,0,1,1,3,0,0,5,2,0,0,0,0
24388,0,0,0,1,0,0,0,1,0,0,0,0,0
23240,1,0,0,0,0,0,0,0,1,0,0,0,0
20542,0,0,1,0,0,0,0,0,0,0,0,0,0
23368,0,0,0,0,0,0,0,0,0,0,0,1,0
20633,1,2,2,4,1,1,1,2,0,1,3,1,0
23369,0,0,0,0,1,0,0,1,0,0,2,1,0
20674,1,3,1,0,1,1,4,1,2,2,1,0,0
23374,2,3,2,1,4,0,4,4,6,4,1,1,0
20689,1,0,2,3,0,0,0,0,1,2,0,0,0
23375,0,1,0,0,1,0,0,2,0,1,0,0,0
20777,12,7,1,1,5,1,5,7,1,2,1,0,0
23376,1,0,0,0,0,0,0,0,0,0,0,0,0
20818,0,0,0,0,0,1,1,0,1,2,0,0,0
23377,0,0,0,0,0,0,1,0,0,0,0,0,0
20833,2,1,0,1,0,0,1,0,0,0,0,0,0
23378,0,0,0,0,0,0,2,0,0,0,0,0,0
20937,7,0,1,2,9,0,1,1,3,3,1,3,0
23379,0,0,0,0,0,1,0,0,0,0,0,0,0
20968,0,0,0,0,0,0,0,1,1,0,0,0,0
23381,3,0,1,1,0,2,6,2,6,0,0,0,0
20988,0,0,0,0,0,0,0,0,1,0,0,0,0
23383,1,3,1,0,3,2,6,4,0,1,1,0,0
21098,1,0,2,0,4,0,0,1,1,0,1,1,0
23384,0,1,1,0,1,0,1,6,1,0,1,1,0
21110,0,1,0,0,0,0,0,1,1,0,0,0,0
23396,0,0,0,1,0,1,0,0,1,0,0,0,0
