ID,cy_2011,cy_2012,cy_2013,cy_2014,cy_2015,cy_2016,cy_2017,cy_2018,cy_2019,cy_2020,cy_2021,cy_2022,cy_2023
9708,2,1,0,0,1,0,0,0,0,0,0,0,0
8871,0,0,0,0,2,0,0,0,0,0,0,0,0
9710,7,6,2,1,4,2,1,3,2,2,1,0,0
8972,3,1,0,0,0,2,0,0,1,1,0,1,0
9712,2,1,4,4,0,1,3,3,0,0,3,0,0
8978,0,0,0,0,1,0,0,0,0,0,0,0,0
9723,3,2,5,2,0,2,0,1,8,0,1,2,0
8980,1,1,0,1,0,2,0,0,1,1,0,0,0
9732,0,1,2,1,0,1,0,0,0,1,0,1,0
8983,1,5,0,0,0,0,0,0,0,1,1,0,0
9737,1,0,0,0,0,0,0,0,1,2,0,0,0
8989,0,0,0,0,0,0,1,0,0,0,0,0,0
9836,1,0,0,0,1,0,2,0,1,1,0,2,0
9001,2,0,0,0,2,0,0,1,0,0,2,0,0
9837,1,0,0,1,0,0,0,0,0,0,0,0,0
9008,0,0,1,0,0,0,1,0,0,0,0,0,0
9838,0,1,0,0,0,0,0,0,0,0,0,0,0
9015,1,1,0,0,0,1,0,0,1,0,0,0,0
9839,0,0,0,0,0,0,0,0,1,0,0,2,0
9117,1,0,4,0,0,1,0,1,3,0,0,0,0
9840,1,1,0,0,0,0,0,0,0,0,1,0,0
9121,3,2,0,2,0,0,0,1,1,0,0,0,0
9841,3,2,1,2,1,0,3,5,0,1,1,0,0
9124,1,1,1,0,0,2,0,0,0,0,1,0,0
9842,0,0,0,0,0,0,1,1,1,0,0,0,0
9134,1,1,0,1,0,0,0,1,1,0,0,1,0
9843,1,0,0,0,0,0,1,0,0,0,0,0,0
9139,2,7,7,1,3,1,1,5,5,4,1,3,0
9844,1,3,1,0,5,1,3,1,0,0,0,0,0
7394,0,0,0,1,0,0,0,0,0,0,0,0,0
9865,0,1,1,1,4,2,0,3,3,2,1,5,0
7420,0,0,0,0,1,0,0,1,1,0,0,0,0
9874,1,0,0,0,0,0,0,0,0,0,0,0,0
7537,0,1,0,1,1,1,0,0,2,1,0,1,0
9877,4,8,4,1,3,1,0,0,1,1,1,4,0
7559,0,1,0,1,0,1,0,1,0,0,1,0,0
9879,0,1,1,0,3,0,0,0,1,2,0,1,0
7564,0,0,0,3,0,0,0,1,0,1,0,0,0
9883,0,0,0,1,4,0,0,0,1,2,0,0,0
7697,3,4,0,4,0,1,1,4,0,1,0,1,0
9981,1,0,0,0,0,0,0,0,0,0,0,0,0
7831,0,0,0,0,0,1,0,0,0,0,0,0,0
9984,0,0,0,0,0,0,0,0,1,0,0,0,0
7835,3,5,3,1,0,5,3,2,2,1,1,0,0
9985,2,0,0,1,0,2,1,0,2,0,0,0,0
7839,2,0,0,0,0,0,0,0,0,0,0,0,0
9990,1,3,2,0,0,1,6,0,3,0,0,1,0
7846,4,3,3,3,2,1,2,1,1,2,2,2,0
9991,4,13,3,4,4,7,3,1,8,2,1,1,0
7971,0,0,0,0,0,0,0,0,1,0,0,0,0
9993,5,6,4,2,1,3,3,2,4,0,0,1,0
7983,1,1,3,0,0,0,0,0,0,0,0,0,0
10000,3,4,2,4,3,3,3,1,4,3,0,1,0
7988,3,1,1,2,0,0,0,1,1,2,0,0,0
10007,6,3,12,3,2,2,3,1,3,9,3,0,0
8002,1,0,0,0,0,0,0,0,0,0,0,0,0
10017,5,0,3,2,0,2,3,3,1,10,1,4,0
8121,0,0,0,0,0,0,0,0,0,0,0,1,0
10020,1,2,1,0,0,0,3,0,1,0,0,4,0
8126,3,3,0,1,0,5,1,2,1,0,1,1,0
10026,3,1,0,1,0,1,1,0,0,0,1,1,0
8132,0,0,1,1,0,0,0,0,0,0,0,0,0
10027,1,0,0,0,0,2,0,3,0,0,0,0,0
8142,0,0,0,0,0,0,0,0,2,0,0,0,0
10028,0,0,0,0,0,1,2,0,0,0,0,1,0
8262,0,0,0,0,0,1,0,0,0,2,2,0,0
10122,1,0,0,0,1,0,0,0,0,0,1,0,0
8268,2,0,6,0,0,0,0,1,0,1,0,0,0
10123,0,0,3,0,0,0,0,0,0,0,1,0,0
8276,0,0,0,0,1,0,0,0,0,0,1,0,0
10125,0,0,0,0,0,0,0,0,0,0,2,0,0
8281,0,1,1,0,1,1,1,0,0,0,1,0,0
10127,1,1,0,0,0,0,0,1,0,0,0,0,0
8393,0,0,0,0,0,0,0,0,1,0,0,0,0
10131,3,2,0,0,1,0,4,1,1,1,0,0,0
8397,0,0,0,0,0,4,0,0,0,0,1,0,0
10133,0,0,2,3,0,1,2,3,1,0,0,0,0
8406,0,1,0,0,0,0,0,0,0,0,0,0,0
10136,0,0,2,0,0,2,1,1,1,2,0,1,0
8417,4,7,1,1,0,2,0,2,0,0,0,0,0
10141,1,0,0,0,1,0,0,0,0,1,1,0,0
8421,0,0,0,0,0,0,0,1,0,1,1,0,0
10149,0,4,2,2,0,2,3,7,1,1,0,2,0
8436,0,1,0,0,1,0,0,0,1,0,0,1,0
10152,1,1,0,2,1,4,0,1,2,1,3,0,0
8540,0,1,0,0,0,0,0,0,0,1,0,0,0
10154,1,1,0,2,0,1,1,3,0,0,0,1,0
8548,2,1,2,1,0,1,2,0,0,2,0,0,0
10155,1,3,2,1,2,1,1,3,1,0,2,0,0
8555,0,1,0,1,0,1,4,0,1,1,0,0,0
10162,2,2,1,0,1,1,1,1,1,1,1,0,0
8563,1,2,0,1,2,1,5,5,3,1,2,1,0
10163,0,0,0,4,1,0,0,1,0,0,0,0,0
8685,1,0,0,1,0,0,0,0,0,1,1,0,0
10165,0,3,1,0,0,1,0,3,0,0,0,1,0
8706,3,7,0,3,1,2,1,2,1,1,0,2,0
10166,0,4,3,0,1,0,0,0,0,1,0,0,0
8725,0,0,0,0,0,0,0,1,0,2,0,0,0
10167,0,0,0,0,0,0,0,1,0,0,0,0,0
8832,0,0,1,0,0,0,0,0,1,1,0,0,0
10168,0,0,3,0,0,0,0,0,0,1,0,0,0
8857,0,0,0,0,0,0,1,0,0,0,0,0,0
10169,1,0,0,0,1,0,0,0,0,0,0,0,0
8870,0,0,1,0,1,1,0,2,0,1,0,0,0
10173,0,0,0,0,0,0,1,0,0,0,0,0,0
8976,2,1,0,0,2,0,2,0,0,2,0,0,0
10264,0,0,0,0,1,0,0,0,0,0,0,0,0
8981,5,4,0,2,1,1,4,7,6,4,2,1,0
10267,0,0,0,0,0,1,0,0,0,0,1,0,0
8992,8,2,1,3,0,1,0,0,0,1,1,2,0
10269,7,5,7,2,2,4,1,2,3,6,2,2,0
9012,3,4,4,0,4,1,0,2,1,3,1,1,0
10272,0,0,1,1,1,0,0,0,1,1,1,1,0
9119,2,0,0,0,1,0,0,0,0,0,0,0,0
10273,1,1,3,1,0,1,1,0,0,0,0,1,0
9126,0,2,1,0,0,2,0,2,2,0,1,0,0
10275,0,0,0,0,0,0,3,1,1,0,0,0,0
7390,2,0,2,0,0,0,3,0,7,1,0,0,0
10277,2,6,2,1,0,0,1,1,1,2,0,2,0
7532,0,0,0,1,0,0,0,0,0,0,0,0,0
10283,5,3,2,0,2,0,0,1,0,1,1,0,0
7562,0,1,0,0,0,0,0,0,0,0,0,2,0
10284,1,0,0,0,0,0,0,0,0,0,2,0,0
7713,0,0,1,0,0,0,0,0,0,0,0,0,0
10285,1,2,0,2,1,0,0,0,3,1,0,0,0
7837,0,2,1,0,0,1,0,0,1,1,1,1,0
10286,2,3,0,5,2,2,1,2,4,3,1,0,0
7851,0,0,2,1,0,0,0,3,0,0,0,0,0
10288,8,7,4,2,3,4,2,4,6,2,0,1,0
7985,3,4,6,4,3,4,2,1,1,0,2,3,0
10289,2,5,6,1,1,1,0,2,2,1,0,0,0
8117,0,0,0,0,0,0,0,0,0,0,0,1,0
10293,2,1,0,0,0,1,1,0,1,0,1,1,0
8130,6,1,3,0,1,0,0,1,0,1,0,3,0
10294,1,1,2,4,3,4,1,2,1,7,2,2,0
8251,0,0,0,0,0,1,0,1,0,0,0,0,0
10299,0,0,0,0,0,0,0,0,1,0,0,0,0
8273,0,0,0,1,1,1,0,1,3,0,1,0,0
10307,1,0,0,1,1,0,0,2,1,3,2,1,0
8287,0,0,0,0,0,1,0,0,1,0,1,0,0
10308,0,1,1,0,0,0,0,0,0,1,1,0,0
8403,0,0,1,0,1,0,2,0,2,0,0,1,0
10309,0,1,0,0,0,0,0,1,0,1,0,0,0
8419,0,0,0,1,0,1,0,0,0,0,1,0,0
10310,3,1,1,2,3,1,3,0,0,1,0,3,0
8538,0,0,0,3,0,0,0,0,2,0,0,0,0
10314,1,0,0,1,0,0,0,1,0,0,0,1,0
8551,0,0,0,0,1,0,1,0,0,0,0,0,0
10315,0,0,0,0,0,1,0,0,0,0,0,0,0
8583,0,0,0,0,0,0,0,1,0,0,0,0,0
10316,0,0,2,0,1,0,0,0,0,3,0,1,0
8712,2,2,0,2,2,0,3,0,4,2,2,1,0
10408,0,0,0,0,0,0,0,1,0,0,0,0,0
8838,5,2,0,1,0,0,0,2,3,0,0,0,0
10409,0,0,0,0,0,0,0,1,0,1,0,1,0
8872,0,0,0,0,0,0,0,0,0,0,1,0,0
10411,1,0,0,0,0,0,0,0,0,0,0,1,0
8984,1,2,0,0,1,0,0,1,0,2,3,1,0
10413,0,5,4,2,0,2,0,1,1,1,1,1,0
9016,2,1,1,0,0,1,0,0,0,1,1,1,0
10415,2,0,1,0,0,0,0,1,0,1,1,0,0
9135,1,1,0,0,1,0,1,2,0,0,0,0,0
10416,6,1,0,0,0,2,2,1,1,1,1,2,0
7552,6,4,0,7,2,1,1,6,5,0,3,3,0
10420,1,1,0,0,0,0,5,0,1,1,0,0,0
7833,1,0,0,0,0,0,0,0,0,0,0,1,0
10424,1,0,0,0,0,0,0,0,0,1,0,0,0
7979,2,0,0,0,0,0,0,0,1,0,0,0,0
10428,3,3,1,2,1,0,0,0,0,0,0,2,0
8124,0,0,0,0,0,0,0,0,0,0,1,0,0
10429,3,1,0,0,2,0,0,0,2,1,0,0,0
8265,2,0,10,0,0,0,0,0,1,0,1,1,0
10431,10,7,9,1,2,5,10,2,9,11,5,4,0
8395,3,0,0,0,0,1,0,0,0,0,0,0,0
10434,3,0,1,1,3,0,4,2,5,3,1,6,0
8428,2,1,0,0,0,0,0,0,1,4,0,0,0
10436,3,1,4,2,2,0,0,3,1,0,1,0,0
8557,1,1,0,0,0,0,1,0,1,0,0,0,0
10443,1,5,4,1,0,1,0,4,0,0,0,0,0
8827,0,0,1,0,0,0,0,1,0,2,0,2,0
10444,1,0,3,2,0,1,1,2,3,1,0,0,0
8979,1,1,0,1,0,1,0,0,2,1,0,0,0
10452,0,0,2,1,0,0,0,3,1,0,1,1,0
9122,0,0,0,2,0,0,0,1,0,2,2,3,0
10453,0,0,0,0,1,0,0,1,0,1,0,0,0
7689,1,0,0,0,0,0,0,0,0,1,0,0,0
10457,3,1,1,0,3,1,5,2,4,0,1,0,0
7993,0,0,0,0,0,0,1,0,0,0,1,0,0
10459,0,0,0,0,0,0,0,0,0,0,1,2,0
8278,0,1,0,1,0,0,1,1,1,0,0,1,0
10460,0,0,1,0,1,1,1,2,2,4,0,0,0
8546,1,0,0,0,0,0,0,0,1,0,0,0,0
10550,0,0,0,0,0,0,1,0,0,0,0,0,0
8865,0,1,0,0,0,0,0,0,0,0,0,0,0
10554,0,0,0,1,0,0,0,0,0,0,0,0,0
7409,0,0,0,0,0,0,0,0,0,0,0,1,0
10555,2,0,0,0,0,0,0,3,0,0,0,0,0
8138,0,1,0,2,0,0,0,0,2,1,4,1,0
10559,0,2,1,0,1,0,0,0,0,0,0,1,0
8693,0,0,1,0,0,0,1,1,2,0,0,0,0
10562,1,9,2,4,1,3,1,1,3,3,4,8,0
7842,5,7,1,0,3,0,0,0,0,1,1,0,0
10566,5,2,2,4,2,2,0,0,2,2,0,1,0
9003,4,3,0,0,0,1,0,2,0,2,0,3,0
10567,0,0,0,1,0,0,0,0,1,0,0,0,0
8411,2,2,1,1,0,0,0,1,1,0,0,0,0
10568,2,3,1,3,0,0,0,2,0,0,0,0,0
11709,1,0,0,0,0,0,0,0,0,0,0,0,0
11706,0,0,1,0,1,0,2,0,0,0,0,0,0
12626,0,0,0,3,0,1,0,0,0,0,1,0,0
10576,0,0,0,0,0,0,1,0,0,1,0,1,0
10579,0,1,0,0,4,0,0,0,0,4,0,0,0
11712,5,4,4,3,1,0,1,1,2,2,0,0,0
10591,7,3,2,1,2,0,3,2,2,3,0,1,0
11718,4,5,1,1,5,7,1,3,0,0,0,2,0
10595,0,0,0,0,0,0,2,0,0,0,1,0,0
11719,13,7,2,2,4,3,6,5,5,4,3,0,0
10601,1,0,0,0,0,0,1,0,0,1,0,0,0
11729,1,0,1,1,0,0,1,2,2,1,2,0,0
10694,1,0,0,0,0,0,0,0,0,0,0,0,0
11730,4,2,0,2,0,1,1,0,1,0,0,1,0
10698,0,1,0,0,0,0,0,0,0,0,0,0,0
11733,0,2,0,2,1,1,0,2,4,2,0,1,0
10708,4,4,2,3,1,6,0,2,2,3,0,0,0
11734,0,2,1,0,1,0,1,2,5,3,2,0,0
10717,6,0,1,0,2,0,0,1,3,0,1,1,0
11736,0,0,1,2,1,3,0,0,0,0,2,1,0
10719,0,0,0,2,0,1,4,1,1,0,0,0,0
11742,0,0,0,0,0,0,1,2,6,1,1,0,0
10727,0,0,0,0,0,0,0,0,1,0,0,0,0
11745,0,0,1,0,1,0,2,0,3,1,0,0,0
10737,0,1,0,0,2,0,0,0,0,0,0,0,0
11747,1,0,0,0,1,1,0,0,0,1,1,3,0
10744,1,0,0,3,2,2,0,1,2,0,0,0,0
11752,0,2,0,0,0,0,0,1,1,0,0,1,0
10747,0,0,0,0,0,1,0,0,0,1,0,0,0
11753,0,0,0,0,0,1,0,1,4,0,0,0,0
10839,0,0,0,0,0,1,0,0,0,0,0,0,0
11754,1,0,1,1,1,0,0,2,1,3,0,1,0
10845,2,6,6,2,4,5,7,5,5,5,1,0,0
11758,3,2,3,1,2,1,0,3,1,3,0,1,0
10855,1,0,0,4,1,0,2,3,1,2,0,0,0
11760,0,5,0,1,0,0,0,0,4,2,2,0,0
10858,1,2,0,1,3,0,0,1,2,4,2,2,0
11763,2,0,1,0,0,0,0,1,1,1,0,0,0
10860,0,0,0,0,0,0,1,0,0,0,0,0,0
11764,0,0,1,0,0,1,0,1,1,0,1,0,0
10864,9,6,4,6,6,3,6,7,8,2,2,9,0
11770,2,0,1,0,0,0,0,0,0,1,0,0,0
10878,2,6,6,2,1,6,0,4,1,3,2,2,0
11849,4,0,3,0,0,1,0,1,1,1,1,0,0
10882,2,1,1,0,2,1,1,1,2,1,0,1,0
11850,2,2,1,0,0,0,3,0,0,2,0,1,0
10887,0,1,1,0,0,1,0,1,1,0,0,0,0
11858,8,6,4,7,1,1,0,3,1,2,1,1,0
10894,0,0,0,0,1,1,1,0,3,1,2,0,0
11860,1,2,1,1,0,0,0,0,1,0,0,0,0
10986,2,2,0,0,0,3,3,0,1,2,0,2,0
11866,4,17,4,6,7,3,4,5,3,6,0,4,0
10988,0,1,2,1,2,1,2,0,1,0,0,1,0
11867,3,5,2,1,1,1,0,0,0,0,1,1,0
10994,3,2,1,1,2,2,3,0,1,0,1,2,0
11870,1,1,0,0,0,1,0,0,0,3,0,2,0
10998,0,0,1,2,0,0,0,1,0,0,0,0,0
11873,1,0,1,0,0,1,0,0,5,0,1,0,0
11002,0,5,5,2,2,2,4,2,8,5,0,2,0
11877,0,3,1,0,0,2,0,0,0,1,0,1,0
11005,2,3,1,0,0,0,1,0,3,1,1,0,0
11878,2,2,0,0,0,0,2,2,5,1,1,1,0
11018,0,2,0,1,0,0,0,0,2,2,1,2,0
11884,0,2,1,0,0,0,0,1,3,1,0,0,0
11030,0,1,0,0,0,0,1,0,0,0,0,0,0
11885,0,0,1,0,0,0,0,0,0,0,0,1,0
11124,0,0,0,0,0,0,0,0,0,0,0,1,0
11886,1,1,0,0,0,0,0,0,2,1,4,1,0
11133,2,2,0,2,0,2,4,2,0,0,0,2,0
11887,5,6,3,0,2,3,2,1,2,1,1,0,0
11141,0,2,0,0,0,1,0,0,1,0,0,0,0
11890,1,0,0,0,0,0,0,1,0,0,0,1,0
11146,6,6,3,3,1,2,7,4,1,1,1,2,0
11891,0,0,0,0,0,0,0,0,0,0,1,0,0
11149,1,2,2,1,0,0,1,1,0,1,0,1,0
11896,0,1,0,0,0,0,0,1,0,0,0,0,0
11162,0,1,2,0,1,0,0,0,0,0,0,1,0
11898,1,1,0,0,0,0,0,1,1,1,7,1,0
11166,1,3,0,1,2,1,0,0,0,1,2,0,0
11903,2,0,2,1,1,1,0,1,1,1,2,1,0
11169,0,1,1,1,1,1,1,1,2,1,1,1,0
11904,1,0,0,1,0,1,1,0,1,0,0,1,0
11177,0,1,1,0,0,0,2,1,2,1,0,0,0
11908,0,2,0,0,0,1,0,2,1,1,0,1,0
11275,7,4,0,0,5,2,0,1,1,1,2,1,0
11909,1,2,0,3,0,0,0,0,0,0,0,0,0
11277,1,4,1,0,0,1,0,0,0,3,0,1,0
11910,1,1,0,1,0,0,0,1,4,0,0,1,0
11281,2,5,2,3,1,2,3,0,4,3,2,1,0
11911,0,0,0,1,0,0,3,0,0,1,0,0,0
11284,2,0,0,2,1,0,0,0,0,0,0,0,0
11913,1,0,0,1,2,2,0,0,1,0,1,0,0
11287,4,4,0,0,1,5,3,3,8,1,0,0,0
11990,0,0,1,0,0,0,0,0,0,0,0,0,0
11291,2,2,2,1,0,1,0,0,0,1,1,0,0
11992,2,3,1,1,3,0,0,0,6,0,3,2,0
11295,0,0,0,0,0,0,0,0,1,2,0,0,0
11993,3,4,1,1,1,0,1,3,1,0,4,1,0
11299,0,1,4,2,1,1,2,0,3,0,1,2,0
11998,2,9,9,3,1,5,2,4,8,2,6,1,0
11307,3,9,5,1,1,2,3,2,4,2,3,3,0
11999,13,7,9,3,6,5,2,6,6,3,0,8,0
11315,0,0,2,2,3,2,0,7,2,0,2,0,0
12000,12,10,1,6,3,1,4,4,6,2,0,1,0
11317,1,3,0,2,0,0,0,0,1,2,0,0,0
12003,0,3,1,0,2,4,1,5,1,1,0,1,0
11320,1,2,0,0,0,0,0,0,0,0,0,0,0
12005,1,0,0,2,0,0,2,0,3,0,1,0,0
